row_A,openhermes_index,source,category,turns,chars,group_Llama-8B,group_Llama-70B,group_Qwen-14B
655,804986,,,3,422,1,0,0
656,819360,,,3,1594,1,1,0
657,444639,CogStackMed,,2,2713,0,1,1
658,193809,EvolInstruct_70k,,2,1172,0,0,0
659,728426,,,3,584,2,1,0
660,582639,,,3,2382,2,1,1
661,976649,,,2,2557,0,1,1
662,555925,,,3,1069,2,1,0
663,567385,,,3,2342,2,1,0
664,26453,airoboros2.2,coding,2,2945,0,0,0
665,871882,,,3,1954,2,1,0
666,152875,cot_alpaca_gpt4,,2,1297,0,1,1
667,452422,metamath,,2,351,0,0,0
668,843826,,,3,317,1,0,1
669,757803,,,3,3498,2,1,0
670,956731,,,2,768,0,0,0
671,339228,glaive-code-assist,,2,1429,0,1,0
672,60649,CamelAI,,2,878,0,0,1
673,70542,CamelAI,,2,768,0,0,0
674,216284,glaive-code-assist,,2,2234,0,0,1
675,475439,metamath,,2,1028,0,0,0
676,122349,cot_alpaca_gpt4,,2,2526,0,0,0
677,595411,,,3,1649,2,1,0
678,870203,,,3,1893,2,1,0
679,790104,,,3,847,2,1,0
680,880813,,,3,1139,2,0,0
681,899720,,,3,888,2,1,0
682,333961,glaive-code-assist,,2,2063,0,1,1
683,609944,,,3,1413,1,0,0
684,607981,,,3,638,1,1,0
685,116251,caseus_custom,,2,4551,0,1,1
686,883925,,,3,1317,2,1,0
687,283302,glaive-code-assist,,2,2049,2,0,1
688,831665,,,3,711,1,1,1
689,532987,,,3,399,2,0,1
690,707461,,,3,311,1,0,1
691,475559,metamath,,2,527,0,0,0
692,969301,,,2,2692,0,1,0
693,795349,,,3,981,2,1,0
694,982576,,,2,2783,0,0,0
695,353739,glaive-code-assist,,2,2690,2,0,0
696,647127,,,3,908,2,0,0
697,127394,cot_alpaca_gpt4,,2,263,0,0,1
698,820011,,,3,1712,2,0,0
699,759789,,,2,1663,0,0,0
700,126796,cot_alpaca_gpt4,,2,268,0,1,0
701,179085,EvolInstruct_70k,,2,2233,0,0,1
702,752337,,,3,389,2,0,1
703,338898,glaive-code-assist,,2,1086,0,1,0
704,783246,,,3,4159,2,1,0
705,300311,glaive-code-assist,,2,1286,0,1,0
706,7820,airoboros2.2,trivia,3,193,2,1,1
707,701857,,,3,1299,2,0,1
708,255661,glaive-code-assist,,2,1046,0,1,0
709,713073,,,3,572,1,0,0
710,925555,platypus,,2,804,0,0,1
711,296222,glaive-code-assist,,2,1253,0,1,0
712,90569,CamelAI,,2,1052,0,0,1
713,74599,CamelAI,,2,769,0,0,1
714,251131,glaive-code-assist,,2,1189,0,1,0
715,699307,,,3,1387,2,1,0
716,267352,glaive-code-assist,,2,869,0,0,0
717,11136,airoboros2.2,orca,2,585,0,1,1
718,268903,glaive-code-assist,,2,281,0,0,0
719,417319,,,2,306,0,0,0
720,662788,,,3,829,2,1,1
721,715562,,,3,836,2,1,0
722,30215,airoboros2.2,orca,2,471,0,1,1
723,767928,,,3,732,2,1,0
724,6610,airoboros2.2,orca,2,1157,0,0,1
725,828202,,,3,1305,2,1,0
726,923619,platypus,,2,815,0,0,1
727,446591,metamath,,2,861,0,0,1
728,457476,metamath,,2,382,0,0,0
729,392609,glaive-code-assist,,2,3255,0,0,1
730,566531,,,3,1093,2,1,0
731,516865,,,3,977,2,1,0
732,64328,CamelAI,,2,1237,0,0,1
733,901297,,,3,1251,2,1,0
734,598768,,,3,681,1,1,0
735,590505,,,3,3688,2,1,0
736,577625,,,2,2215,2,1,0
737,307609,glaive-code-assist,,2,1517,0,1,0
738,101937,CamelAI,,2,3429,0,0,1
739,661700,,,3,1874,2,1,0
740,392486,glaive-code-assist,,2,3027,0,1,1
741,680532,,,2,401,0,1,0
742,657528,,,3,1306,2,1,0
743,639687,,,3,1189,2,1,1
744,569688,,,3,897,1,1,1
745,517695,,,3,2662,0,1,0
746,504297,,,3,348,1,0,1
747,999646,,,2,2503,0,0,0
748,548748,,,3,488,2,1,1
749,349129,glaive-code-assist,,2,1093,0,1,0
750,440363,lmsys1m,,2,1754,0,1,0
751,436640,,,2,298,0,1,1
752,112156,CamelAI,,2,2797,0,0,0
753,92149,CamelAI,,2,1916,0,1,1
754,565402,,,2,330,0,0,1
755,395760,glaive-code-assist,,2,2384,0,1,1
756,48261,CamelAI,,2,1101,0,0,1
757,508332,,,3,2292,2,1,0
758,775351,,,3,334,1,0,1
759,836141,,,3,1523,2,0,0
760,890903,,,3,1636,2,1,0
761,60458,CamelAI,,2,711,0,0,1
762,399854,GPT-4 Comparison Data,,2,332,0,0,0
763,315808,glaive-code-assist,,2,1543,0,1,0
764,162801,EvolInstruct_70k,,2,111,0,0,1
765,710473,,,2,306,0,1,1
766,429541,,,2,612,0,1,0
767,151816,cot_alpaca_gpt4,,2,197,0,0,1
768,477564,metamath,,2,881,0,0,0
769,208674,EvolInstruct_70k,,2,901,0,0,0
770,106782,CamelAI,,2,3574,0,0,0
771,3640,airoboros2.2,trivia,3,209,2,1,1
772,731109,,,3,1935,2,1,0
773,460385,metamath,,2,552,0,0,0
774,455153,metamath,,2,402,0,0,1
775,605355,,,3,790,1,0,0
776,612619,,,3,364,1,0,1
777,306505,glaive-code-assist,,2,1208,0,1,0
778,644277,,,3,607,1,1,0
779,805550,,,3,419,2,1,1
780,110228,CamelAI,,2,2625,0,0,0
781,463737,metamath,,2,500,0,0,0
782,367920,glaive-code-assist,,2,2262,0,1,0
783,162869,EvolInstruct_70k,,2,777,0,0,0
784,572360,,,3,505,2,1,0
785,567077,,,3,531,2,0,0
786,51612,CamelAI,,2,3275,0,0,0
787,216220,glaive-code-assist,,2,1496,0,1,0
788,201528,EvolInstruct_70k,,2,1983,0,1,0
789,745381,,,3,343,2,0,1
790,361078,glaive-code-assist,,2,2239,0,1,1
791,95778,CamelAI,,2,1763,0,0,1
792,476305,metamath,,2,303,0,0,0
793,667417,,,3,1433,2,1,0
794,601904,,,3,1807,2,0,0
795,76134,CamelAI,,2,1551,0,0,1
796,971626,,,2,4806,0,1,1
797,249555,glaive-code-assist,,2,1547,0,1,1
798,863954,,,3,1416,2,1,0
799,379614,glaive-code-assist,,2,1748,0,1,0
800,579473,,,2,1459,0,1,0
801,506233,,,3,764,2,1,1
802,565418,,,2,1321,0,0,0
803,168724,EvolInstruct_70k,,2,2041,0,1,0
804,380791,glaive-code-assist,,2,3776,1,0,0
805,32271,airoboros2.2,general,2,3228,0,1,1
806,489934,metamath,,2,463,0,0,0
807,730781,,,3,707,1,1,1
808,94177,CamelAI,,2,1536,0,0,1
809,176468,EvolInstruct_70k,,2,1347,0,0,0
810,656968,,,3,577,1,0,1
811,647992,,,3,1398,2,1,0
812,74853,CamelAI,,2,1077,0,0,1
813,394273,glaive-code-assist,,2,2615,0,1,1
814,350584,glaive-code-assist,,2,1532,0,1,1
815,965050,,,2,1047,0,1,1
816,1000918,,,2,2776,0,0,1
817,20998,airoboros2.2,general,2,220,0,0,1
818,106537,CamelAI,,2,1560,0,1,1
819,42372,CamelAI,,2,2666,0,0,1
820,467901,metamath,,2,653,0,0,1
821,112409,CamelAI,,2,3274,0,0,0
822,659079,,,3,1129,0,0,0
823,792269,,,3,3214,2,1,0
824,512971,,,3,2933,2,1,1
825,307639,glaive-code-assist,,2,1363,0,1,0
826,528167,,,3,1326,2,1,0
827,847823,,,3,593,2,1,1
828,429282,,,2,821,0,0,1
829,72565,CamelAI,,2,821,0,0,1
830,811184,,,3,674,1,1,0
831,620152,,,3,1471,1,0,0
832,370754,glaive-code-assist,,2,2498,0,0,0
833,515897,,,3,1941,2,1,0
834,743664,,,3,1606,2,1,0
835,838499,,,3,1249,2,1,1
836,642922,,,3,765,0,1,0
837,558370,,,3,1421,2,1,0
838,736472,,,3,592,2,1,1
839,720860,,,3,934,2,1,0
840,505281,,,3,4135,1,1,1
841,224922,glaive-code-assist,,2,1776,0,1,1
842,987570,,,2,2445,0,1,0
843,638796,,,3,989,2,0,0
844,129929,cot_alpaca_gpt4,,2,1069,0,1,0
845,826992,,,3,1358,2,1,0
846,799475,,,3,506,1,0,1
847,320853,glaive-code-assist,,2,408,0,0,0
848,460200,metamath,,2,923,0,0,1
849,132989,cot_alpaca_gpt4,,2,424,0,1,1
850,119907,cot_alpaca_gpt4,,2,208,0,1,1
851,865879,,,3,1583,2,1,1
852,35641,CamelAI,,2,2467,0,0,0
853,406661,GPT-4 Comparison Data,,2,123,0,1,1
854,411689,,,2,516,0,1,0
855,329505,glaive-code-assist,,2,1083,0,1,0
856,572629,,,3,1099,1,1,1
857,429946,,,2,318,0,1,0
858,748853,,,3,2091,2,0,0
859,869496,,,3,1318,2,1,1
860,868374,,,3,1862,2,1,0
861,796122,,,2,2327,0,0,0
862,240599,glaive-code-assist,,2,1604,0,1,0
863,288411,glaive-code-assist,,2,1819,0,1,1
864,480002,metamath,,2,733,0,0,1
865,368364,glaive-code-assist,,2,2378,0,1,1
866,814760,,,3,528,2,0,1
867,306870,glaive-code-assist,,2,1209,0,1,1
868,162348,EvolInstruct_70k,,2,1841,0,1,1
869,504155,,,3,1089,1,1,1
870,856846,,,3,1507,2,0,0
871,659922,,,3,1664,2,0,0
872,542000,,,3,2053,2,1,0
873,998232,,,2,807,0,1,1
874,624261,,,3,877,2,1,0
875,842099,,,2,220,0,1,1
876,265759,glaive-code-assist,,2,667,0,1,0
877,380342,glaive-code-assist,,2,1529,0,0,1
878,291905,glaive-code-assist,,2,770,0,0,0
879,107396,CamelAI,,2,3068,0,0,0
880,833684,,,3,846,1,1,0
881,899815,,,3,924,2,1,0
882,198815,EvolInstruct_70k,,2,704,0,1,0
883,342540,glaive-code-assist,,2,1279,0,1,1
884,535284,,,3,263,2,1,1
885,269872,glaive-code-assist,,2,1341,0,1,1
886,422157,,,2,765,0,1,1
887,446339,metamath,,2,368,0,0,0
888,21764,airoboros2.2,general,2,3039,0,1,0
889,126362,cot_alpaca_gpt4,,2,492,0,0,1
890,623933,,,3,2500,2,1,0
891,378085,glaive-code-assist,,2,4600,2,1,1
892,760456,,,3,972,2,1,0
893,638310,,,3,2083,2,1,1
894,957239,,,2,2026,0,1,1
895,473419,metamath,,2,862,0,0,0
896,551623,,,3,2013,1,1,0
897,539953,,,3,2772,2,0,1
898,115875,caseus_custom,,2,222,0,0,0
899,370105,glaive-code-assist,,2,2082,0,0,0
900,123047,cot_alpaca_gpt4,,2,768,0,1,1
901,918786,platypus,,2,425,0,0,1
902,144689,cot_alpaca_gpt4,,2,171,0,0,1
903,268167,glaive-code-assist,,2,1081,0,1,0
904,815305,,,3,721,2,0,0
905,196299,EvolInstruct_70k,,2,507,0,0,0
906,966504,,,2,3904,1,1,1
907,724746,,,3,1254,2,1,0
908,593016,,,3,1679,2,1,0
909,776104,,,3,2746,1,1,1
910,6214,airoboros2.2,wordgame,2,196,0,0,0
911,299340,glaive-code-assist,,2,553,0,1,0
912,733908,,,3,2817,2,1,0
913,737216,,,3,792,1,0,0
914,619024,,,3,668,1,1,1
915,300150,glaive-code-assist,,2,704,0,1,0
916,233166,glaive-code-assist,,2,1235,0,1,1
917,753601,,,3,2550,2,1,0
918,90826,CamelAI,,2,1685,0,0,1
919,889432,,,3,1166,2,1,0
920,816442,,,3,1022,2,1,0
921,199112,EvolInstruct_70k,,2,1371,0,0,0
922,999144,,,2,2894,0,1,0
923,380174,glaive-code-assist,,2,1847,0,0,1
924,140006,cot_alpaca_gpt4,,2,489,0,0,1
925,632068,,,3,352,2,0,0
926,56686,CamelAI,,2,434,0,0,0
927,401498,GPT-4 Comparison Data,,2,157,0,0,1
928,56000,CamelAI,,2,506,0,0,1
929,361341,glaive-code-assist,,2,2756,1,1,0
930,924793,platypus,,2,2195,0,0,1
931,571,airoboros2.2,orca,2,1823,0,0,1
932,695247,,,3,2486,2,1,0
933,795013,,,3,3451,2,1,0
934,554873,,,3,925,2,0,0
935,862130,,,3,638,2,1,1
936,289040,glaive-code-assist,,2,1284,0,1,1
937,784231,,,3,4674,2,1,1
938,67060,CamelAI,,2,780,0,0,1
939,262531,glaive-code-assist,,2,572,0,0,0
940,196407,EvolInstruct_70k,,2,3138,0,1,1
941,164575,EvolInstruct_70k,,2,1509,0,0,0
942,446008,CogStackMed,,2,475,0,0,0
943,954263,,,2,2026,0,1,0
944,660665,,,3,2510,2,1,0
945,858732,,,3,995,2,1,0
946,341227,glaive-code-assist,,2,4517,0,1,1
947,565523,,,3,655,2,1,0
948,737883,,,3,1075,2,0,1
949,334247,glaive-code-assist,,2,1159,0,1,1
950,392934,glaive-code-assist,,2,3825,2,1,1
951,539102,,,3,631,2,1,0
952,183978,EvolInstruct_70k,,2,1645,0,0,1
953,819764,,,3,1244,1,1,0
954,404844,GPT-4 Comparison Data,,2,455,0,1,0
955,938907,platypus,,2,789,0,1,1
956,733321,,,3,1510,2,0,0
957,238309,glaive-code-assist,,2,1763,0,1,0
958,263375,glaive-code-assist,,2,2240,0,1,1
959,978104,,,2,2184,0,1,0
960,745010,,,2,188,0,1,1
961,789583,,,3,965,2,0,0
962,826876,,,3,2156,2,1,0
963,474302,metamath,,2,1154,0,0,0
964,362336,glaive-code-assist,,2,1902,0,1,1
965,726776,,,3,717,1,1,0
966,841754,,,3,2584,2,1,0
967,39784,CamelAI,,2,3455,0,0,0
968,328477,glaive-code-assist,,2,909,0,1,1
969,328890,glaive-code-assist,,2,1262,0,0,0
970,9332,airoboros2.2,general,2,437,0,0,1
971,39933,CamelAI,,2,3238,0,0,1
972,238111,glaive-code-assist,,2,1535,0,0,0
973,180682,EvolInstruct_70k,,2,3406,0,0,0
974,729956,,,3,2605,2,1,0
975,545921,,,3,828,2,0,1
976,608414,,,3,1554,1,1,0
977,911484,,,3,1675,2,1,0
978,770423,,,3,1693,2,1,0
979,648376,,,3,3571,1,1,0
980,25126,airoboros2.2,orca,2,731,0,0,0
981,661666,,,3,2732,2,1,0
982,316026,glaive-code-assist,,2,970,0,1,0
983,851301,,,3,833,2,1,0
984,974603,,,2,2444,0,1,0
985,911193,,,3,1415,1,1,0
986,877351,,,3,2848,2,1,0
987,516292,,,3,1479,2,0,0
988,420552,,,2,750,0,1,1
989,816025,,,3,1562,2,1,0
990,551588,,,3,316,1,0,0
991,364767,glaive-code-assist,,2,2928,0,1,0
992,150798,cot_alpaca_gpt4,,2,926,0,1,0
993,369353,glaive-code-assist,,2,1112,0,1,1
994,365885,glaive-code-assist,,2,1400,0,1,1
995,424512,,,2,481,0,1,1
996,656804,,,2,394,0,0,0
997,778422,,,3,606,2,1,0
998,72031,CamelAI,,2,1870,0,0,1
999,492081,metamath,,2,1020,0,0,0
1000,165842,EvolInstruct_70k,,2,3922,0,1,0
1001,115269,caseus_custom,,2,223,0,0,1
1002,653445,,,3,1400,2,0,0
1003,554799,,,2,282,0,0,0
1004,835265,,,3,1720,2,1,0
1005,962172,,,2,3167,1,1,1
1006,885510,,,3,1832,2,0,0
1007,745894,,,3,825,2,1,0
1008,484060,metamath,,2,445,0,0,0
1009,510987,,,3,479,1,0,1
1010,303098,glaive-code-assist,,2,569,0,1,0
1011,606968,,,3,895,2,0,1
1012,976575,,,2,3730,0,1,1
1013,509896,,,3,423,1,1,1
1014,682265,,,3,1618,2,1,0
1015,621103,,,3,544,2,0,1
1016,536661,,,3,438,2,1,1
1017,101062,CamelAI,,2,1061,0,1,1
1018,268177,glaive-code-assist,,2,1204,0,1,1
1019,703764,,,2,316,0,0,0
1020,251797,glaive-code-assist,,2,1281,0,1,1
1021,507279,,,3,2778,1,1,0
1022,342811,glaive-code-assist,,2,2891,0,1,0
1023,610732,,,3,2125,1,1,0
1024,24137,airoboros2.2,orca,2,1014,0,0,1
1025,267739,glaive-code-assist,,2,1641,0,1,0
1026,530410,,,3,467,1,0,0
1027,766419,,,3,674,1,1,1
1028,343827,glaive-code-assist,,2,3158,0,1,1
1029,104737,CamelAI,,2,2939,0,1,1
1030,759596,,,3,1284,2,1,0
1031,685363,,,3,5079,2,0,0
1032,396078,glaive-code-assist,,2,715,0,1,1
1033,680554,,,3,306,2,1,1
1034,381111,glaive-code-assist,,2,1841,2,1,1
1035,454846,metamath,,2,915,0,0,0
1036,760288,,,3,2535,2,0,0
1037,446266,CogStackMed,,2,747,0,0,0
1038,419303,,,2,107,0,0,1
1039,405422,GPT-4 Comparison Data,,2,172,0,0,0
1040,131347,cot_alpaca_gpt4,,2,2212,0,1,1
1041,525042,,,3,2033,2,0,0
1042,609202,,,3,1176,2,0,1
1043,385103,glaive-code-assist,,2,1704,0,1,1
1044,849700,,,3,1955,2,1,1
1045,257930,glaive-code-assist,,2,755,0,1,0
1046,815018,,,3,1494,2,1,1
1047,83419,CamelAI,,2,773,0,1,1
1048,97587,CamelAI,,2,1955,0,0,1
1049,101217,CamelAI,,2,2854,0,0,1
1050,885988,,,3,1823,2,1,0
1051,132222,cot_alpaca_gpt4,,2,392,0,0,1
1052,816876,,,3,1531,2,1,0
1053,87461,CamelAI,,2,566,0,0,1
1054,675473,,,3,503,1,0,1
1055,527209,,,3,1741,2,1,0
1056,262217,glaive-code-assist,,2,327,0,1,0
1057,589073,,,3,217,2,1,1
1058,722038,,,3,1759,2,1,0
1059,157737,cot_alpaca_gpt4,,2,442,0,1,0
1060,799972,,,3,2389,2,1,0
1061,1000437,,,2,2242,0,1,1
1062,391083,glaive-code-assist,,2,2101,0,0,0
1063,583420,,,3,1797,2,1,1
1064,389516,glaive-code-assist,,2,1206,0,0,0
1065,651797,,,3,2443,2,1,0
1066,884312,,,3,2102,2,1,0
1067,525200,,,3,548,2,1,1
1068,52726,CamelAI,,2,2849,0,1,1
1069,222730,glaive-code-assist,,2,2222,0,1,1
1070,408820,GPT-4 Comparison Data,,2,371,0,1,0
1071,349197,glaive-code-assist,,2,4620,0,1,1
1072,450358,metamath,,2,403,0,0,1
1073,672096,,,2,1918,0,1,1
1074,344963,glaive-code-assist,,2,7510,2,1,1
1075,961039,,,2,3252,0,1,1
1076,504365,,,3,1111,2,1,0
1077,339269,glaive-code-assist,,2,1331,0,1,0
1078,369774,glaive-code-assist,,2,2236,1,1,1
1079,279566,glaive-code-assist,,2,1940,0,1,0
1080,570000,,,3,1392,2,1,0
1081,894142,,,3,4234,2,1,0
1082,632674,,,3,1435,2,1,0
1083,217449,glaive-code-assist,,2,1612,2,1,1
1084,922985,platypus,,2,374,0,1,1
1085,345712,glaive-code-assist,,2,4329,0,1,1
1086,734324,,,3,839,1,0,0
1087,830679,,,3,1716,1,1,0
1088,378175,glaive-code-assist,,2,1748,0,1,1
1089,262398,glaive-code-assist,,2,1677,0,1,1
1090,896557,,,3,1259,2,1,0
1091,28955,airoboros2.2,trivia,3,139,1,0,1
1092,186623,EvolInstruct_70k,,2,1744,0,0,0
1093,392053,glaive-code-assist,,2,1404,0,0,0
1094,394130,glaive-code-assist,,2,2513,2,0,0
1095,553189,,,3,778,2,1,1
1096,671748,,,3,1635,2,1,1
1097,955212,,,2,2010,0,1,0
1098,48965,CamelAI,,2,2050,2,0,1
1099,374696,glaive-code-assist,,2,1518,0,0,1
1100,341706,glaive-code-assist,,2,1803,0,1,1
1101,217969,glaive-code-assist,,2,2140,2,1,0
1102,618124,,,3,1137,2,1,0
1103,763125,,,2,218,0,0,1
1104,35311,airoboros2.2,orca,2,1028,0,1,1
1105,252500,glaive-code-assist,,2,1544,0,1,0
1106,252068,glaive-code-assist,,2,1266,0,0,1
1107,621143,,,3,1131,2,1,0
1108,196784,EvolInstruct_70k,,2,3048,0,0,0
1109,366721,glaive-code-assist,,2,2331,0,1,0
1110,605194,,,2,276,0,0,1
1111,547242,,,3,663,1,1,1
1112,497488,metamath,,2,1144,0,1,0
1113,343952,glaive-code-assist,,2,4553,0,1,1
1114,625194,,,3,2683,2,0,0
1115,168770,EvolInstruct_70k,,2,2597,0,0,0
1116,841147,,,3,1532,2,1,0
1117,47809,CamelAI,,2,1991,0,0,1
1118,385168,glaive-code-assist,,2,1717,0,1,1
1119,227890,glaive-code-assist,,2,1198,0,1,1
1120,219688,glaive-code-assist,,2,2921,0,1,0
1121,373904,glaive-code-assist,,2,1508,0,1,1
1122,781463,,,3,1532,2,1,0
1123,137890,cot_alpaca_gpt4,,2,121,0,0,1
1124,613143,,,3,2867,2,0,1
1125,731283,,,3,1487,2,1,0
1126,890609,,,3,2314,1,0,0
1127,302392,glaive-code-assist,,2,1458,0,1,0
1128,7749,airoboros2.2,general,2,3161,0,0,0
1129,313365,glaive-code-assist,,2,717,0,1,1
1130,414422,,,2,294,0,0,0
1131,705156,,,3,2595,2,1,0
1132,29960,airoboros2.2,orca,2,692,0,0,1
1133,894976,,,3,1634,2,0,0
1134,801693,,,2,2230,0,1,0
1135,735648,,,3,1287,2,1,0
1136,329257,glaive-code-assist,,2,737,0,1,0
1137,826502,,,2,221,0,0,0
1138,13165,airoboros2.2,agent,2,691,0,1,1
1139,590596,,,3,245,2,0,1
1140,778368,,,3,1176,2,1,1
1141,169050,EvolInstruct_70k,,2,106,0,0,1
1142,655546,,,3,610,2,1,1
1143,146319,cot_alpaca_gpt4,,2,307,0,1,0
1144,983287,,,2,1582,0,1,1
1145,816850,,,3,2493,2,0,0
1146,739442,,,3,1418,0,1,0
1147,656425,,,3,3415,2,1,0
1148,212072,EvolInstruct_70k,,2,175,0,0,1
1149,333151,glaive-code-assist,,2,1816,0,1,1
1150,233808,glaive-code-assist,,2,2199,0,0,1
1151,854918,,,3,2239,2,0,0
1152,794410,,,3,691,2,0,0
1153,609757,,,3,2002,2,1,0
1154,873300,,,3,1587,1,1,0
1155,455831,metamath,,2,379,0,0,0
1156,87837,CamelAI,,2,582,0,0,1
1157,84415,CamelAI,,2,1792,0,0,1
1158,253361,glaive-code-assist,,2,1166,0,0,0
1159,574322,,,3,588,1,1,0
1160,461460,metamath,,2,562,0,0,0
1161,274153,glaive-code-assist,,2,1072,0,1,0
1162,529117,,,3,1601,2,1,0
1163,216595,glaive-code-assist,,2,1212,0,1,0
1164,227956,glaive-code-assist,,2,2331,0,1,1
1165,749168,,,3,1385,2,1,0
1166,463248,metamath,,2,318,0,0,0
1167,445837,CogStackMed,,2,1591,0,1,1
1168,87486,CamelAI,,2,816,0,0,1
1169,26068,airoboros2.2,joke,2,106,0,0,0
1170,37770,CamelAI,,2,1517,0,0,1
1171,645957,,,3,277,2,1,1
1172,157218,cot_alpaca_gpt4,,2,126,0,0,0
1173,535231,,,2,11355,1,0,0
1174,276170,glaive-code-assist,,2,1635,0,1,0
1175,74302,CamelAI,,2,1214,0,0,1
1176,281876,glaive-code-assist,,2,1304,0,1,0
1177,950057,UnnaturalInstructions,,2,684,0,0,0
1178,340047,glaive-code-assist,,2,1240,0,1,1
1179,259708,glaive-code-assist,,2,700,0,0,1
1180,502138,metamath,,2,859,0,0,1
1181,417236,,,2,970,0,0,1
1182,909777,,,3,607,2,1,1
1183,1472,airoboros2.2,trivia,3,250,2,1,1
1184,653175,,,3,1612,0,1,0
1185,599980,,,3,2252,2,1,0
1186,9531,airoboros2.2,orca,2,1172,0,0,1
1187,851225,,,3,1306,2,0,0
1188,984027,,,2,696,0,0,0
1189,929293,platypus,,2,1952,0,0,0
1190,778694,,,3,616,1,0,1
1191,677975,,,3,753,2,1,1
1192,525872,,,3,902,2,1,0
1193,661161,,,3,557,2,0,0
1194,696685,,,3,398,2,1,1
1195,829195,,,3,765,2,1,1
1196,445512,CogStackMed,,2,467,0,0,1
1197,363772,glaive-code-assist,,2,3012,0,1,1
1198,418009,,,2,688,0,1,0
1199,727275,,,3,3038,2,1,0
1200,138865,cot_alpaca_gpt4,,2,900,0,0,0
1201,65901,CamelAI,,2,241,0,0,1
1202,37380,CamelAI,,2,3256,0,0,1
1203,452217,metamath,,2,646,0,0,0
1204,345195,glaive-code-assist,,2,2940,0,1,1
1205,114668,caseus_custom,,2,137,0,0,0
1206,863778,,,3,1711,2,1,1
1207,1001285,,,2,1936,0,1,0
1208,969080,,,2,2005,0,1,0
1209,405729,GPT-4 Comparison Data,,2,354,0,0,0
1210,678231,,,2,343,0,0,1
1211,317242,glaive-code-assist,,2,1365,0,1,0
1212,933395,platypus,,2,1067,0,0,0
1213,37308,CamelAI,,2,2777,0,0,1
1214,452503,metamath,,2,1665,0,0,1
1215,519054,,,3,1998,2,1,1
1216,127046,cot_alpaca_gpt4,,2,1715,0,1,0
1217,43338,CamelAI,,2,2974,0,1,0
1218,980971,,,2,437,0,0,0
1219,59066,CamelAI,,2,1119,0,0,1
1220,813007,,,3,1105,2,1,0
1221,291402,glaive-code-assist,,2,923,0,0,0
1222,893973,,,3,1961,2,0,0
1223,184957,EvolInstruct_70k,,2,5643,0,1,0
1224,616253,,,2,1359,1,0,1
1225,759372,,,3,2994,2,1,1
1226,462190,metamath,,2,803,0,0,0
1227,623858,,,3,2211,1,1,0
1228,842639,,,3,486,2,1,0
1229,980794,,,2,652,1,0,0
1230,980710,,,2,3826,0,1,1
1231,902873,,,3,1810,2,1,0
1232,814031,,,3,1300,2,1,0
1233,264905,glaive-code-assist,,2,2073,0,1,1
1234,715857,,,3,2760,0,1,0
1235,124769,cot_alpaca_gpt4,,2,1321,0,0,0
1236,379220,glaive-code-assist,,2,2125,0,1,1
1237,253850,glaive-code-assist,,2,1117,0,1,1
1238,663615,,,3,1663,1,0,0
1239,233189,glaive-code-assist,,2,1394,0,1,1
1240,871553,,,3,826,2,1,0
1241,462799,metamath,,2,946,0,0,0
1242,501864,metamath,,2,1389,0,0,0
1243,142367,cot_alpaca_gpt4,,2,245,0,0,0
1244,108298,CamelAI,,2,2984,0,1,0
1245,177538,EvolInstruct_70k,,2,3335,0,1,0
1246,631131,,,2,808,0,0,0
1247,259475,glaive-code-assist,,2,1190,0,1,0
1248,709233,,,3,2263,2,0,1
1249,450432,metamath,,2,878,0,0,0
1250,529956,,,3,1957,2,1,0
1251,914349,,,3,1868,1,0,0
1252,517845,,,3,1664,2,1,1
1253,509307,,,2,346,0,0,0
1254,430715,,,2,695,0,0,0
1255,462619,metamath,,2,685,0,0,0
1256,27976,airoboros2.2,roleplay,2,1566,0,0,0
1257,978837,,,2,3201,0,0,1
1258,888226,,,3,998,2,1,0
1259,735077,,,3,1990,2,1,0
1260,13319,airoboros2.2,general,2,414,0,0,1
1261,839676,,,3,2260,1,1,0
1262,584345,,,3,2251,2,0,0
1263,868190,,,3,1265,2,1,1
1264,1826,airoboros2.2,orca,2,1182,0,1,1
1265,828765,,,3,2435,0,1,0
1266,355180,glaive-code-assist,,2,3373,1,1,1
1267,512221,,,3,2024,2,1,0
1268,217227,glaive-code-assist,,2,3611,0,1,1
1269,297796,glaive-code-assist,,2,1754,0,1,1
1270,1083,airoboros2.2,general,2,2667,0,0,0
1271,69814,CamelAI,,2,2761,1,1,1
1272,669621,,,3,493,2,1,1
1273,800306,,,3,461,2,1,1
1274,17365,airoboros2.2,general,2,4005,0,1,0
1275,285518,glaive-code-assist,,2,945,0,1,0
1276,944208,UnnaturalInstructions,,2,381,0,0,0
1277,889494,,,3,1224,2,0,0
1278,345243,glaive-code-assist,,2,1173,0,1,1
1279,508583,,,3,745,2,1,0
1280,159009,cot_alpaca_gpt4,,2,860,0,1,0
1281,456913,metamath,,2,965,0,0,1
1282,684033,,,3,326,2,1,1
1283,694550,,,3,1661,2,1,0
1284,536587,,,3,379,2,1,0
1285,820740,,,3,3745,1,0,0
1286,786581,,,3,1762,0,1,0
1287,905204,,,3,936,2,1,1
1288,197535,EvolInstruct_70k,,2,2595,0,0,0
1289,769932,,,3,1653,2,1,0
1290,414071,,,2,795,0,1,1
1291,363170,glaive-code-assist,,2,1876,0,1,1
1292,414823,,,2,234,0,0,0
1293,984448,,,2,3498,0,1,1
1294,153689,cot_alpaca_gpt4,,2,110,0,0,1
1295,750499,,,3,1219,2,1,1
